ADMIN_variable_group,ADMIN_variable,ADMIN_classification,ADMIN_category_code,ADMIN_category_name,ADMIN_legend_start_str,EDIT_THIS_legend_str_1,EDIT_THIS_legend_str_2,EDIT_THIS_legend_str_3,OLD_legend_str_3
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-013,"Asian, Asian British or Asian Welsh: Chinese",{PERCENTAGE}%,of families in {location},are,"Asian, Asian British or Asian Welsh: Chinese","asian, asian british or asian welsh: chinese"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-014,"Asian, Asian British or Asian Welsh: Other Asian",{PERCENTAGE}%,of families in {location},are,"Asian, Asian British or Asian Welsh: Other Asian","asian, asian british or asian welsh: other asian"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-015,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",{PERCENTAGE}%,of families in {location},are,"Black, Black British, Black Welsh, Caribbean or African: Caribbean","black, black british, black welsh, caribbean or african: caribbean"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-016,"Black, Black British, Black Welsh, Caribbean or African: African",{PERCENTAGE}%,of families in {location},are,"Black, Black British, Black Welsh, Caribbean or African: African","black, black british, black welsh, caribbean or african: african"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-017,"Black, Black British, Black Welsh, Caribbean or African: Other Black",{PERCENTAGE}%,of families in {location},are,"Black, Black British, Black Welsh, Caribbean or African: Other Black","black, black british, black welsh, caribbean or african: other black"
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-018,Other ethnic group: Arab,{PERCENTAGE}%,of families in {location},are,Arab,other ethnic group: arab
Identity,Ethnic group,ethnic_group_tb,ethnic_group_tb-019,Other ethnic group: Any other ethnic group,{PERCENTAGE}%,of families in {location},are,from any other ethnic group,other ethnic group: any other ethnic group
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-001,English (English or Welsh if in Wales),{PERCENTAGE}%,of people in {location},speak,English (English or Welsh if in Wales),english (english or welsh if in wales)
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-002,Other UK language: Any other UK language,{PERCENTAGE}%,of people in {location},speak,Any other UK language,other uk language: any other uk language
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-003,French,{PERCENTAGE}%,of people in {location},speak,French,french
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-004,Portuguese,{PERCENTAGE}%,of people in {location},speak,Portuguese,portuguese
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-005,Spanish,{PERCENTAGE}%,of people in {location},speak,Spanish,spanish
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-006,Other European language (EU): Polish,{PERCENTAGE}%,of people in {location},speak,Polish,other european language (eu): polish
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-007,Other European language (EU): Any other European language,{PERCENTAGE}%,of people in {location},speak,any other European language (EU countries),other european language (eu): any other european language
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-008,European language (non-EU),{PERCENTAGE}%,of people in {location},speak,any other European language (non-EU countries),european language (non-eu)
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-009,Russian,{PERCENTAGE}%,of people in {location},speak,Russian,russian
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-010,Turkish,{PERCENTAGE}%,of people in {location},speak,Turkish,turkish
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-011,Arabic,{PERCENTAGE}%,of people in {location},speak,Arabic,arabic
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-012,West or Central Asian language,{PERCENTAGE}%,of people in {location},speak,a West or Central Asian language,west or central asian language
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-013,South Asian language: Panjabi,{PERCENTAGE}%,of people in {location},speak,Panjabi,south asian language: panjabi
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-014,South Asian language: Urdu,{PERCENTAGE}%,of people in {location},speak,Urdu,south asian language: urdu
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-015,South Asian language: Bengali (with Sylheti and Chatgaya),{PERCENTAGE}%,of people in {location},speak,Bengali (with Sylheti and Chatgaya),south asian language: bengali (with sylheti and chatgaya)
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-016,South Asian language: Gujarati,{PERCENTAGE}%,of people in {location},speak,Gujarati,south asian language: gujarati
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-017,South Asian language: Tamil,{PERCENTAGE}%,of people in {location},speak,Tamil,south asian language: tamil
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-018,South Asian language: Any other South Asian language,{PERCENTAGE}%,of people in {location},speak,any other South Asian language,south asian language: any other south asian language
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-019,East Asian language: Chinese,{PERCENTAGE}%,of people in {location},speak,Chinese,east asian language: chinese
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-020,East Asian language: Any other East Asian language,{PERCENTAGE}%,of people in {location},speak,any other East Asian language,east asian language: any other east asian language
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-021,African language,{PERCENTAGE}%,of people in {location},speak,a African language,african language
Identity,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-022,Other language,{PERCENTAGE}%,of people in {location},speak,an other language,other language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-001,English (English or Welsh in Wales),{PERCENTAGE}%,of people in {location},speak,English (English or Welsh in Wales),english (english or welsh in wales)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-002,Welsh or Cymraeg (in England only),{PERCENTAGE}%,of people in {location},speak,Welsh or Cymraeg (in England only),welsh or cymraeg (in england only)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-003,Other UK language: Gaelic (Irish),{PERCENTAGE}%,of people in {location},speak,Gaelic (Irish),other uk language: gaelic (irish)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-004,Other UK language: Gaelic (Scottish),{PERCENTAGE}%,of people in {location},speak,Gaelic (Scottish),other uk language: gaelic (scottish)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-005,Other UK language: Manx Gaelic,{PERCENTAGE}%,of people in {location},speak,Manx Gaelic,other uk language: manx gaelic
Identity,Main language (detailed),main_language_detailed,main_language_detailed-006,Other UK language: Gaelic (Not otherwise specified),{PERCENTAGE}%,of people in {location},speak,Gaelic (Not otherwise specified),other uk language: gaelic (not otherwise specified)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-007,Other UK language: Cornish,{PERCENTAGE}%,of people in {location},speak,Cornish,other uk language: cornish
Identity,Main language (detailed),main_language_detailed,main_language_detailed-008,Other UK language: Scots,{PERCENTAGE}%,of people in {location},speak,Scots,other uk language: scots
Identity,Main language (detailed),main_language_detailed,main_language_detailed-009,Other UK language: Ulster Scots,{PERCENTAGE}%,of people in {location},speak,Ulster Scots,other uk language: ulster scots
Identity,Main language (detailed),main_language_detailed,main_language_detailed-010,Other UK language: Romany English,{PERCENTAGE}%,of people in {location},speak,Romany English,other uk language: romany english
